w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,w26,w27,w28,w29,w30,w31,w32,w33,w34,w35,w36,w37,w38,w39,w40,w41,w42,w43,w44,w45,w46,w47,w48,w49,w50,w51,w52,customer_id
81.4833348908651,87.82764275946928,66.90918608196122,65.46177498022942,74.25127392930779,76.3026060394459,76.43889763698229,87.20241214660324,82.29262011087441,87.84704226861406,71.85188737243085,68.90737771067832,83.87648035157535,99.7923947747784,103.18171893167194,89.75842728232547,89.04697113765849,84.02561819165835,74.82553136958568,70.69570333189306,96.94684856014416,88.38820974850772,65.89878883819856,84.32513952536941,70.3623905340082,85.92193880933888,85.10410595998707,72.54556147849769,50.067142447655065,56.49806501651363,44.511786816234896,50.756072334971165,39.28425829230917,54.32907480976584,47.96127573487754,45.99745084697351,71.59843234017774,45.27604180212046,60.70986779930115,55.556241240859755,83.37922387383925,62.13478484269709,68.51072313602285,70.91844589344392,68.53582519333632,70.63289488320909,78.80955228936138,78.15044770489799,101.85007263431996,69.3108491172544,75.03569499784722,70.44312756984387,0
73.26472305607301,65.36226249337967,72.36398126099135,81.9191144231214,83.87296527032532,68.43891412205048,73.68152872323803,69.87106364397786,75.05232097742514,77.78510304562822,71.33452363281327,75.1269539633845,47.795337002235975,70.6427772045444,80.94161739137903,78.99309524375884,104.26826715744909,78.21620838281261,61.278709593593,55.60088141963711,77.80002753321352,85.37138218933727,84.0908219105917,73.68268653826337,60.86615214487857,79.46782124090626,66.17284212585814,80.41911349108499,63.20945716221821,80.77249374322543,62.59627575021601,58.3789890715612,69.01804065112879,72.67043706179912,41.39461451635713,34.52165661588054,58.63212254118271,41.42874943620404,42.72010878650653,39.335123390290946,48.87627616259274,42.17784653733113,46.23982638858652,44.52727209608567,43.86877411727674,61.8070937734322,49.13697507075523,45.02069076890952,52.457769251474424,45.76636750312802,52.25825656598509,49.02202395358879,1
116.00352144730039,128.57874768970208,103.08874343852537,132.0453580026087,92.76077727247359,153.35648926753285,107.40828125555551,106.55743907984035,109.11109510086337,94.94425862655352,118.62155458159374,101.96099300698388,102.17160767083962,139.6204228906321,167.05171986334008,138.2923776594418,187.16914397634056,99.7567418510418,112.59403246313828,131.87780518941642,105.25270949015385,108.87999306130429,112.23735521215877,119.49695594969765,114.47701964550906,100.06398913891763,93.16946823156607,110.00778123738961,101.80375057708927,102.1982094581252,125.62814874161147,116.4229657944354,81.49849378346256,128.32563055925743,120.22334624039239,116.52521630504413,95.25479440048152,105.30313818062834,118.21039458315867,108.94386463048397,148.64970041640905,122.5566372358724,129.34997423184052,106.6965864055311,114.83209564949203,126.4689371529054,94.20534671188935,94.66419748815274,118.95024953519416,111.38556856878841,119.52601173835308,123.68102479708196,2
90.93592933108783,98.94415444541893,128.42795050429018,93.70653631799978,132.6609570215885,98.80550892017212,101.71691194927257,88.9069436820178,97.80387378226636,82.10073261365473,79.26408724768352,105.53947095799467,92.36669084032451,120.54588409934031,119.71624020392395,102.79478651113142,136.86358367650803,101.72923138614551,108.8181803228891,80.25186622479133,91.94520546033094,83.96441325832299,80.6610717392989,83.70357317400232,96.81843989827368,78.82883069502009,92.93957370172203,116.14799299637136,103.3569851388205,87.54737813805298,107.19035525272736,93.5006352570621,105.72791486921794,93.11339775586886,120.36820475835327,87.14658371600096,91.47950735629699,140.3058806211512,99.64754813801518,85.39569663527043,107.90741965944703,117.86116729124696,122.46027681353326,98.15096715399397,107.0242133528237,113.7715476727013,94.10049669866292,93.40299117882263,86.91087143689087,98.40163121638066,115.15145717663731,104.37591636965912,3
153.5379007737654,130.93505389879837,127.68725824171031,140.02180631414038,160.8541282963345,158.44343084395442,132.99300427045304,144.609356375939,180.9516533007652,184.72942643587075,155.6397358530102,157.55873351789265,153.35080718531043,181.94679235442436,171.44849269631118,199.7337978677389,186.15182035128774,174.8959696601542,138.25993528914847,166.76032746191956,136.85447125899367,138.23005681343082,133.7615142259415,175.75873941263092,187.82288081441806,143.94906304995564,190.90520786469867,128.6434065764011,141.79301399519238,128.94253343762728,130.08042376077876,158.6703931216832,154.33773156535605,128.9358549488824,157.433222057811,157.57621302010432,137.16020772010575,176.67711713234812,135.0921751842413,186.34873647800407,151.55605193333682,149.9757550853086,185.62932534558064,164.50359870639198,153.4096186614382,144.71657241908483,142.13861772287677,171.11913536430868,157.95068177950589,153.25927727012095,251.86096840909073,150.27144009544546,4
102.95988389982628,165.02987322514173,118.22108514363869,107.1016170090383,97.29079063372053,115.77199725390568,114.64772776810359,126.8364965868215,111.88470854879712,102.17421757059796,115.47252600690359,118.69904714488047,106.26964168245075,157.51992948523844,96.40517374140703,124.46802051082292,142.12141664035903,108.91411087294827,105.79476031396295,112.58247557287233,111.90178736489078,96.54948113814355,115.73982664201162,109.92462062793523,138.33813575476245,115.44510832259014,113.67633332642669,112.95129399261278,98.04060266949304,98.61459616514352,103.89160942951233,115.18355860430415,106.24978740545308,97.21092302106844,112.13375483625516,88.35663176939083,108.70999653541476,94.61493317486371,103.3734848246827,112.80173539861602,124.6300788457572,146.16882437053647,91.39935229569542,101.52108069882196,99.17506097785333,127.32940797446119,103.91611337232244,111.20081918084267,103.80998249285726,110.23311813044265,185.422892533575,131.77384215744365,5
113.78729436974352,165.79542019423545,134.75101705429745,117.44610569755272,108.4670852502933,115.26332841940872,141.44365136435545,146.3199249957883,92.469579591963,152.13336523388875,133.495409187242,129.67890210710823,126.25123603059775,196.33727926639318,163.10822187866864,199.49279662569367,151.00615546204307,105.35425139168943,138.68542278827738,113.06602695605004,119.40949645239348,142.25982849244377,122.34804951844751,136.6112888506079,130.81413453324564,116.24333514696708,144.82419905852794,124.5406754811657,141.26330382248275,120.60517243217457,129.38331258334762,114.58585407288975,111.79840961707312,164.61228899926,141.17181710770447,136.01626631204252,123.89071638817674,144.3093661364944,132.19040121458238,139.77788465665213,160.59479992011964,139.83907373228374,143.3971121354307,97.84612057558729,136.8659376827186,126.95127334630524,130.25644047371676,121.9355589986603,158.72185714748042,132.71672357658153,120.08683830389761,136.0989529139561,6
79.65294679493415,76.79421202020427,71.14970162747773,97.8754202134664,62.83666582862254,74.5418163261032,74.22536780508257,78.87837585176493,98.59944516075574,72.56563497171157,85.2097258603451,82.49474887996372,61.51963388394869,97.47150285833605,106.79362083999597,98.12352490994884,100.64077026305606,90.91797993176954,73.0409041547943,75.28645985917211,72.44068241503005,75.9974312011339,76.85867598666805,69.98482248683052,80.66615819614779,70.25882389747414,91.12615250924786,84.27985479269506,80.59304152766134,86.76771191568666,78.83806988610938,89.43027072972629,82.85877397663255,79.24575905400938,72.93369637066128,68.17104396848426,84.9101202268119,84.46967629625749,79.52345187533068,63.75218861360389,69.90499445730914,79.26754885624955,71.17173206587606,77.06746128204122,66.7666591001374,74.4621579464493,70.27764092733364,80.37514913768983,90.34416841337196,90.18666973212608,78.58612124045476,95.91021924794653,7
120.64983968863416,67.62307366455586,67.77363737299787,74.9926166935099,71.82476169093148,85.38827222339688,86.05646093748109,70.38073113922368,71.65369140417037,84.95672949110863,89.90529426117683,82.49868545652888,90.4525777779379,80.99731167333594,111.68606780517807,105.93876689566434,62.63799274103225,62.902062168476604,55.25570156934376,50.4624304470332,53.81659546298008,77.84157866009875,79.09528894475969,71.93637929636107,104.68355816317717,87.48119895297334,85.00362035121864,83.93970110002167,73.00823540138315,94.56866529581836,81.3424525091441,93.96448830323871,107.81584188799947,72.85504384199133,92.17120247485207,81.36452486135155,75.0116056673868,73.79906994878766,93.32062595630651,80.98324703090123,94.80667327977822,80.68271577279793,85.06619051611197,70.05398601485184,85.68531293704473,86.47048223957233,103.22910236216384,74.08935440593885,71.29590215935568,104.38124932315307,78.29389579389253,92.50791886267471,8
70.28697571417584,62.95791875454121,63.55537547392534,59.80326960046641,63.62596269419458,61.54329163208782,65.51623092566189,60.849521574614116,68.6506616247492,59.89189576323721,47.62396078914176,62.06281536135545,56.96056414031879,80.8826082236791,75.76383549153228,109.07550087099348,106.57622662240041,60.82447494091335,51.500440481288486,65.94460749474655,61.81160986869084,63.35409675432025,57.06240903711822,79.82741949515899,64.43394470456424,69.3622981156499,60.70099211305977,63.39383941930171,58.669960417518524,64.41076330474138,54.72322292781159,59.609798993974785,59.41925155100506,72.01090568387367,56.823703898700735,54.23891411869383,68.9475945667729,60.16134529178648,60.420407854057004,62.789079254219935,55.387636108279594,61.0060926312398,67.27344634572215,56.23765305162462,59.91546984562283,60.42488820732377,66.39585665079805,66.80624518720627,56.84729596635746,75.34134917520221,62.46250124526488,66.95372373088787,9
