customer_id,weekly_budget,primary_day,adherence,topup_rate,price_sens,brand_affinity,card_type,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,persistence,token,arrival_date,departure_date
0,77.08305296107879,2,0.8701934505713116,0.06916050087983862,1.0918067327292522,0.3557808041613419,False,0.061322537688033994,0.16860253630863797,0.07623406193084037,0.08079892094350953,0.04519802063455852,0.05752516492163453,0.017382728613231906,0.16123988448691287,0.12382513462187732,0.0330879959128343,0.040951500068498604,0.1338315138694302,rooted,C00000000,2025-01-01,
1,71.06521718288664,2,0.8740268316005096,0.056875520898583394,0.9662422467301806,0.7389605262034475,True,0.127373381877275,0.11005653863087207,0.08214352473919387,0.0218197767536625,0.05474153491939009,0.05228213752204322,0.03509006028356291,0.11449756373763509,0.16018248553078218,0.08849633867728948,0.05033892531442365,0.10297773201386978,rooted,C9E3779B1,2025-01-01,
2,112.99292367740173,3,0.8407480172859072,0.08352892207744772,0.8271867226791094,0.533056894030276,True,0.029615989482139466,0.07966585188646474,0.22631234392968527,0.13939960395490064,0.11393297040684709,0.01627764828894613,0.00858419352005496,0.12020792755449244,0.11403808421909038,0.017929446186045386,0.032964609717703666,0.10107133085362986,transient,C3C6EF362,2025-01-01,
3,99.21619519951072,5,0.9661129603044709,0.1679851510119752,0.661179541059475,0.25572848340293386,False,0.05736980582069077,0.08264508930061026,0.0784477581688965,0.1745506551979209,0.1127141824214666,0.017778098535586616,0.004089074715779585,0.09888233590624883,0.14649420304026844,0.028480418996816,0.13418930160058234,0.06435907629513318,transient,CDAA66D13,2025-01-01,2025-03-31
4,155.8276683120471,4,0.8113432152257961,0.05512762006998806,1.3904210512243362,0.6709703439777932,True,0.09484743797703964,0.13476612718445327,0.13624344766451663,0.0738937148402055,0.0509864884658644,0.05470104154048872,0.0009765581749874842,0.11965782978257455,0.18970811970545143,0.045841723334455894,0.010389330168745077,0.08798818116121734,rooted,C78DDE6C4,2025-01-01,
5,109.36676363797389,3,0.9364939418480575,0.09958012173614308,0.5511237928157674,0.33330859754530284,False,0.05828971700713906,0.01910837961955831,0.08099762933951338,0.21712959910865245,0.12830102582854822,0.02735883632992458,0.015057241295727143,0.086018648864949,0.18467894132745888,0.026524298620686587,0.017661616919815267,0.1388740657380271,rooted,C17156075,2025-01-01,
6,129.6884052320261,5,0.7915626045978404,0.08667163606367781,2.202255209551199,0.531419515450484,False,0.07624425120453605,0.06503105249308813,0.1946644385806852,0.04049871589839706,0.10731219244857014,0.06394712659305285,0.04025870114711898,0.14743797742267487,0.13869355999464886,0.020562544056345906,0.022751887915480322,0.08259755224540187,rooted,CB54CDA26,2025-01-01,
7,77.14103853697601,5,0.9376521256415765,0.3245038126659509,1.2292285508375067,0.5984338133924794,False,0.04833877212034576,0.05510968206303481,0.13263612785476792,0.201135905522133,0.10571670957355005,0.03544515466890745,0.0017964101013405764,0.06737610545710292,0.09501626858079375,0.10440654082312706,0.04597219124661176,0.107050131988285,rooted,C538453D7,2025-01-01,
8,84.46243914882945,0,0.9068543720901507,0.1614074782188775,1.1264409961366535,0.489298355074556,True,0.05977170216136925,0.12504778500586655,0.054118764086241763,0.09401015267358705,0.1317596308718666,0.03397967864292892,0.011878192540806215,0.21187175597683555,0.171043604421617,0.0028006375019000384,0.05556375472409381,0.048154341392887434,rooted,CF1BBCD88,2025-01-01,
9,61.90455059244983,3,0.7664453622837163,0.015055435393364694,1.0916279681306242,0.6500590546646704,True,0.007621020350847918,0.20960857797808585,0.08387230432928923,0.07817660903263343,0.06661822104099069,0.11733525502867208,0.0012581119621563987,0.1250101824973025,0.22478750884706822,0.0070271258017456815,0.026928679971282145,0.051756403159926044,rooted,C8FF34739,2025-01-01,
10,89.28289579484371,0,0.8387589907511974,0.0513381556099702,1.8401093832658644,0.7226191035745702,False,0.0642450774043033,0.025769953027321435,0.06350963630414383,0.18223096816980106,0.11014326050581756,0.07643060722448493,0.06179159991641608,0.07846998012207437,0.24418248466291004,0.037921416229209234,0.004204034344459333,0.051100982089058875,rooted,C2E2AC0EA,2025-01-01,
11,77.14700309634028,5,0.8523864600834758,0.12738145495340902,1.344985947688947,0.4209655862856781,True,0.059316411776578565,0.21781067830696668,0.07399966948920386,0.16577109173013282,0.11982559926912577,0.044407079270152,0.005476609907374769,0.08376718558633121,0.0757867790524099,0.009904006878362844,0.04686541396072698,0.09706947477263453,transient,CCC623A9B,2025-01-01,
12,81.12492355757003,6,0.7877658335475423,0.036840665699496324,0.8680071412102885,0.2375876336450036,True,0.05966033795138818,0.16889382881918993,0.17676936355383474,0.10415616546384372,0.16226341446689393,0.036905141780891146,0.042699982605026325,0.04655357633859452,0.08697230234503793,0.0999946022422364,0.003783080083719942,0.011348204349343274,rooted,C6A99B44C,2025-01-01,
13,68.2921057285991,6,0.9588693752075707,0.049622176152898885,0.8173511662752679,0.5650813259987738,True,0.0837226092740896,0.028851580655808624,0.05628950753780208,0.166894262967422,0.12592890379490512,0.03796765599046971,0.05714652128302252,0.15403504372068685,0.09776139375924522,0.025427180851981434,0.03868088747480444,0.1272944526897624,rooted,C08D12DFD,2025-01-01,
14,139.50689452146878,5,0.768948881087259,0.021804392068688706,1.0998609375809003,0.7682896096839837,False,0.01724211610497762,0.14964007603239043,0.1321571025933444,0.2325316175571696,0.053195204533038706,0.05947700546711669,0.024671486640974474,0.09198211529503465,0.034838614063213334,0.05995656136551635,0.012737313253285332,0.1315707870939384,rooted,CA708A7AE,2025-01-01,
15,57.136742264044464,5,0.9420247495076628,0.10649626137998605,0.9247116530478363,0.6027314825923024,True,0.03551772692177441,0.13058268444592075,0.07023999831773896,0.14572276280777605,0.2023461631739299,0.08868462679033892,0.006528838444072929,0.15023683486725792,0.04052293359704035,0.018056694549042913,0.031867139558175425,0.07969359652693143,rooted,C4540215F,2025-01-01,
16,80.25974748967776,5,0.9682012612816566,0.08068181064127385,0.7897493214062589,0.20851144538722596,True,0.059922581442351984,0.06772604021365458,0.04068389737252103,0.09856407740637078,0.105960674084934,0.11251230396654849,0.03152719922491261,0.15393358953549113,0.17685994223793935,0.017186115193914935,0.04066668283421477,0.09445689648714625,rooted,CE3779B10,2025-01-01,
17,60.417567134268,2,0.9314188193646096,0.023184078802808487,0.5426017638923079,0.2559558540773961,True,0.10745036279319084,0.09741465506786733,0.07376293930806613,0.17689651148343508,0.10526378005924973,0.06731403760159951,0.013487218063997313,0.143889938430537,0.10238902640655984,0.052611814993980176,0.006468923658682527,0.05305079213283447,rooted,C81AF14C1,2025-01-01,
18,70.10036886631582,0,0.9732287213907905,0.14160399655439013,0.8593147830479098,0.589809247851955,True,0.13251073538750183,0.06001408144384811,0.1148811000323059,0.0690183796017867,0.06748406630842851,0.00807352103159479,0.0063565086144130156,0.14798546464172177,0.2373120303231668,0.0690815407357734,0.046292852805390354,0.04098971907406876,rooted,C1FE68E72,2025-01-01,
19,65.84646895561373,6,0.7015731893839962,0.13259260294274275,0.708978983071398,0.3414716369450619,False,0.14836088604164055,0.13919486376114143,0.14885888871637254,0.08597093272307461,0.1511143799736455,0.041878243717682825,0.01448071605420808,0.1389470817223802,0.0466549703863839,0.03201015527895023,0.02556458437289381,0.026964297251626412,rooted,CBE1E0823,2025-01-01,
20,102.97442976649313,4,0.8903412216718488,0.029430179758748034,1.4689193769865498,0.6263404884128088,False,0.05204194058867435,0.11968584430618895,0.06622615222168225,0.11060906349038899,0.15054600415564795,0.1265326901882379,0.039353097563781615,0.06238219469564667,0.1281631054852872,0.054723919350327735,0.009622114077686306,0.0801138738764502,rooted,C5C5581D4,2025-01-01,
